gene,direct_disease_assoc,two_step_assoc_to_disease,disease_symptoms_gene_is_associated_with,symptoms_associated_count,gene_connections_count,final_symptom_score,relevance_score
FANCM,1,81,"['decreased testicular size', 'cryptorchidism', 'hypopigmented skin patches', 'cataract']",4,371,2.6152682010452732,0.01690493169146223
CDT1,1,116,"['cryptorchidism', 'cryptorchidism', 'failure to thrive', 'failure to thrive', 'short stature', 'peripheral neuropathy']",6,732,3.197598345276945,0.016814280926760187
PRKDC,1,149,"['melanoma', 'melanoma']",2,702,2.7735009811261455,0.016250247803240084
FANCD2,1,149,"['cryptorchidism', 'cryptorchidism', 'hypopigmented skin patches', 'cataract']",4,699,2.572994511947925,0.015005200701003142
SMARCA4,1,215,"['cryptorchidism', 'cryptorchidism', 'cataract', 'melanoma']",4,1251,2.8509130960791387,0.01490083847584301
APTX,1,68,"['ataxia', 'ataxia', 'ataxia', 'ataxia', 'cataract', 'peripheral neuropathy', 'peripheral neuropathy', 'peripheral neuropathy']",8,404,2.522168316661031,0.014854335617793266
PNKP,1,51,"['ataxia', 'developmental regression', 'failure to thrive', 'ataxia', 'peripheral neuropathy']",5,400,2.6130928315665485,0.01454150932974925
FXN,1,178,"['optic atrophy', 'ataxia', 'ataxia', 'ataxia', 'peripheral neuropathy', 'melanoma']",6,1771,3.474153837341161,0.014118262349242289
CA2,0,496,"['failure to thrive', 'optic atrophy', 'fatigue', 'fatigue', 'fatigue', 'fatigue', 'peripheral neuropathy', 'peripheral neuropathy', 'peripheral neuropathy', 'peripheral neuropathy', 'cataract', 'cataract', 'cataract', 'ataxia', 'melanoma', 'fever', 'photophobia']",17,16711,7.806510918691267,0.013765854455381674
RNF168,1,52,"['erythema', 'dry skin', 'ataxia']",3,352,2.3178894314989296,0.013640999275612705
HPRT1,1,222,"['abnormality of extrapyramidal motor function', 'abnormality of extrapyramidal motor function', 'erythema', 'peripheral neuropathy']",4,1079,2.4146537184235757,0.013606397415576826
POLN,1,53,['melanoma'],1,118,1.3867504905630728,0.013143214607142946
RAD51,1,125,"['cryptorchidism', 'hypopigmented skin patches', 'cataract', 'pterygium']",4,769,2.5222013523422446,0.013039801232464785
FANCF,1,62,"['cryptorchidism', 'hypopigmented skin patches', 'cataract']",3,311,2.004420979263747,0.012827421066144002
GLI3,1,117,"['cryptorchidism', 'cryptorchidism', 'decreased testicular size', 'failure to thrive', 'optic atrophy', 'peripheral neuropathy']",6,1506,3.4606733038871234,0.012799147245982882
FANCL,1,75,"['cryptorchidism', 'hypopigmented skin patches', 'cataract']",3,346,2.004420979263747,0.012760195791108833
GABPA,0,384,"['peripheral neuropathy', 'peripheral neuropathy', 'peripheral neuropathy', 'peripheral neuropathy', 'cataract', 'cataract', 'melanoma', 'melanoma', 'fever']",9,4112,4.709857053888842,0.01265162609276142
GADD45A,2,264,['melanoma'],1,916,1.3867504905630728,0.0125055092445329
FANCI,1,110,"['cryptorchidism', 'hypopigmented skin patches', 'cataract']",3,478,2.004420979263747,0.012228023487643217
JUN,1,134,"['peripheral neuropathy', 'peripheral neuropathy', 'peripheral neuropathy', 'papilloma', 'melanoma', 'pterygium']",6,1660,3.286459142287345,0.012149898583416478
FANCG,1,85,"['cryptorchidism', 'hypopigmented skin patches', 'cataract']",3,416,2.004420979263747,0.012057321742504996
AEN,1,55,['melanoma'],1,156,1.3867504905630728,0.011520550888864039
TOP1,1,180,"['melanoma', 'peripheral neuropathy', 'alopecia']",3,812,1.9271699842881551,0.010988927332199675
REV3L,1,135,"['blepharitis', 'decreased testicular size']",2,353,1.4845512784425638,0.010886019309693266
PMS1,1,70,['melanoma'],1,200,1.3867504905630728,0.010768527679251265
FANCC,1,92,"['cryptorchidism', 'cryptorchidism', 'hypopigmented skin patches', 'cataract']",4,972,2.572994511947925,0.010658288657679022
POLD1,1,136,"['cryptorchidism', 'hypogonadism', 'hypogonadism']",3,536,1.710033823754877,0.010443331927573804
RFC1,1,184,"['optic atrophy', 'ataxia', 'peripheral neuropathy', 'melanoma']",4,2028,2.709993117440291,0.010252434131889858
UBE2V2,1,74,"['melanoma', 'keratitis']",2,665,2.1873912595885083,0.010112508503753528
TAF1L,1,24,['melanoma'],1,159,1.3867504905630728,0.010034882681317197
ZNRD2,0,393,"['fever', 'cataract', 'melanoma', 'macule', 'pterygium']",5,3194,3.2726642664938015,0.009991279197958332
MAD2L2,1,29,"['cryptorchidism', 'hypopigmented skin patches', 'cataract']",3,394,2.004420979263747,0.009971936114414614
IFI27,0,386,"['fever', 'cataract', 'melanoma', 'macule', 'pterygium']",5,3135,3.2726642664938015,0.009901496739215657
ERVK-19,1,401,"['ataxia', 'ataxia', 'melanoma']",3,3327,2.150911210463943,0.009694236503075729
PMAIP1,1,140,"['melanoma', 'peripheral neuropathy']",2,554,1.6090276028002664,0.009688184705054264
PSMD9,0,395,"['fever', 'cataract', 'melanoma', 'macule', 'pterygium']",5,3454,3.2726642664938015,0.009657786933653573
ERVK-11,1,379,"['ataxia', 'ataxia', 'melanoma']",3,3129,2.150911210463943,0.0096315470341606
ERVK-9,1,371,"['ataxia', 'ataxia', 'melanoma']",3,3079,2.150911210463943,0.009575742885512165
COL11A2,0,366,"['arthralgia', 'arthralgia', 'arthralgia', 'fatigue', 'peripheral neuropathy']",5,2127,2.700350693301348,0.009248820217335798
RPS3A,1,38,"['peripheral neuropathy', 'papilloma', 'melanoma']",3,690,2.3241245447344605,0.00923338071704378
BARD1,1,162,['melanoma'],1,491,1.3867504905630728,0.009197357336941235
RAD52,1,208,['melanoma'],1,653,1.3867504905630728,0.008983171450104297
PPM1D,1,31,['melanoma'],1,223,1.3867504905630728,0.00873586495909025
DDX11,1,42,['melanoma'],1,253,1.3867504905630728,0.0085887900806474
CRK,0,455,"['cataract', 'peripheral neuropathy', 'melanoma', 'melanoma']",4,6751,3.3227936335110497,0.00811017783286817
SUPT4H1,1,28,['melanoma'],1,256,1.3867504905630728,0.008048413407355372
DCTN6,0,355,"['fever', 'cataract', 'melanoma', 'macule']",4,2970,2.754883893415304,0.007753394354118731
SFN,1,134,['melanoma'],1,589,1.3867504905630728,0.007751469677594076
TMED7,0,352,"['fever', 'cataract', 'melanoma', 'macule']",4,2982,2.754883893415304,0.007670881018661524
TERF2,1,59,['melanoma'],1,372,1.3867504905630728,0.007576549411517175
HSPA9,1,212,"['keratitis', 'keratitis', 'peripheral neuropathy']",3,1798,1.823558650288065,0.007517025994314597
WEE1,1,162,['melanoma'],1,803,1.3867504905630728,0.007191939634646355
USP7,1,84,"['cryptorchidism', 'failure to thrive']",2,471,1.340090282494637,0.007082680642856575
SIRT1,1,414,"['melanoma', 'peripheral neuropathy']",2,3382,1.6090276028002664,0.007062607916219618
UBE2I,1,194,['melanoma'],1,998,1.3867504905630728,0.007018306616138857
LRRC59,1,74,['melanoma'],1,522,1.3867504905630728,0.006763574110081274
TERF1,1,113,['melanoma'],1,706,1.3867504905630728,0.006637593102069675
BTG2,1,91,['melanoma'],1,619,1.3867504905630728,0.0065936322041454
KAT5,1,117,['melanoma'],1,802,1.3867504905630728,0.006306754436929118
RBBP8,1,58,['melanoma'],1,541,1.3867504905630728,0.006258599165930702
CSH1,1,190,"['keratitis', 'keratitis', 'peripheral neuropathy']",3,2386,1.823558650288065,0.006178618806589291
CDC45,1,50,"['cryptorchidism', 'failure to thrive']",2,495,1.340090282494637,0.006087514682614665
CDA,1,72,['melanoma'],1,818,1.3867504905630728,0.005363846408002089
TAF1,1,138,"['failure to thrive', 'ataxia']",2,829,1.1535971097608946,0.00528778073512525
CLMP,1,9,['failure to thrive'],1,118,0.7715167498104595,0.0051295135537993775
DHFR,1,47,"['ataxia', 'ataxia', 'fatigue']",3,574,1.2444528263289443,0.005107893309067525
RFC2,1,171,['melanoma'],1,1705,1.3867504905630728,0.005057653385139405
TRIAP1,1,51,['optic atrophy'],1,161,0.7188851546895895,0.004760956242019675
PRDM10,1,13,"['papilloma', 'peripheral neuropathy']",2,254,0.9373740541713877,0.004638305827985164
WDTC1,1,254,"['fatigue', 'fatigue', 'peripheral neuropathy', 'peripheral neuropathy', 'peripheral neuropathy']",5,4737,1.6274155495677292,0.004476155057875719
POLR2B,1,69,['keratitis'],1,369,0.8006407690254357,0.003923105261370933
TDP1,1,78,"['ataxia', 'ataxia', 'peripheral neuropathy', 'peripheral neuropathy']",4,1163,1.2087149443752572,0.0038941327481868187
MSH3,1,116,['papilloma'],1,450,0.7150969419341943,0.0035520731064172155
EDNRA,3,154,"['alopecia', 'peripheral neuropathy']",2,1228,0.5404194937250824,0.003387325439051349
TCHP,1,8,['papilloma'],1,278,0.7150969419341943,0.0029844061703687536
TIMELESS,1,106,"['photophobia', 'photophobia']",2,704,0.7254762501100117,0.0028085174943089336
MCM7,1,50,['papilloma'],1,488,0.7150969419341943,0.0027030349569688882
SETX,1,19,"['ataxia', 'peripheral neuropathy']",2,252,0.6043574721876286,0.0025575231628766418
SOD1,0,340,"['fatigue', 'cataract', 'peripheral neuropathy']",3,2732,1.0295847588129783,0.002465526418155619
RELA,0,389,['papilloma'],1,4176,0.7150969419341943,0.001397030099181509
CPD,1,43,['fever'],1,325,0.39321654351850077,0.001116964876550044
APRT,1,114,['alopecia'],1,1072,0.31814238148788887,0.00044486049881186984
PSMD4,1,106,['peripheral neuropathy'],1,1798,0.2222771122371935,0.0
POLB,1,50,['peripheral neuropathy'],1,278,0.2222771122371935,0.0
LIG3,1,40,['peripheral neuropathy'],1,287,0.2222771122371935,0.0
PSMD5,1,31,['peripheral neuropathy'],1,586,0.2222771122371935,0.0
DNA2,1,120,['peripheral neuropathy'],1,437,0.2222771122371935,0.0
UNG,1,77,['peripheral neuropathy'],1,343,0.2222771122371935,0.0
SIRT2,1,27,['peripheral neuropathy'],1,621,0.2222771122371935,0.0
SIRT6,1,38,['peripheral neuropathy'],1,364,0.2222771122371935,0.0
POLI,1,110,['peripheral neuropathy'],1,1643,0.2222771122371935,0.0
