gene,direct_disease_assoc,two_step_assoc_to_disease,disease_symptoms_gene_is_associated_with,symptoms_associated_count,gene_connections_count,final_symptom_score,relevance_score
ASL,2,163,"['failure to thrive', 'failure to thrive', 'asthma']",3,409,0.4439885220277255,0.005383996367959165
ITGAL,1,170,"['asthma', 'asthma', 'biliary cirrhosis']",3,861,0.9275673998988042,0.005275837896309544
CLCN5,1,42,"['elevated urine calcium levels', 'hypercalciuria', 'hypercalciuria']",3,258,0.7319250547113999,0.005202126683490016
TSLP,1,283,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma']",12,810,0.6987617654699491,0.005081576798618138
AQP2,2,91,"['failure to thrive', 'dehydration']",2,404,0.4626572513951278,0.005067685519734762
MAPK14,1,517,"['asthma', 'asthma', 'asthma', 'biliary cirrhosis']",4,3721,0.9857975470213,0.004935718784585151
C5AR1,2,665,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'chronic lung disease']",6,2117,0.5047401500416691,0.004796139636260444
MBL2,2,148,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'bronchiectasis']",6,490,0.442043645683343,0.004784289307499165
TIMP1,2,956,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'bronchiectasis']",6,2557,0.442043645683343,0.004683853872972672
FLNC,2,37,"['failure to thrive', 'asthma', 'asthma', 'bronchiectasis']",4,409,0.46023239176847064,0.004553194512177981
LPO,2,398,"['asthma', 'asthma', 'asthma', 'chronic lung disease']",4,770,0.38827985579667745,0.004537449298204255
AKT1,3,2180,"['failure to thrive', 'asthma', 'asthma', 'asthma', 'male infertility']",5,16329,0.5153977278173728,0.00443998798671144
H19,2,300,"['asthma', 'asthma', 'male infertility', 'chronic lung disease']",4,1062,0.4778778076714524,0.004379633105316154
MLH1,1,141,"['biliary cirrhosis', 'male infertility']",2,1173,0.9589352046510834,0.0043611339516515385
CD14,1,805,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma']",9,2373,0.5240713241024618,0.004266884616044659
CTSL,1,302,"['biliary cirrhosis', 'asthma']",2,2011,0.8693372527763085,0.004228979180869226
PMS2,1,90,"['asthma', 'cor pulmonale']",2,576,0.7516053924040322,0.004168840230268029
KCNJ1,1,109,"['elevated urine calcium levels', 'failure to thrive', 'dehydration']",3,586,0.7066322696322611,0.004079919523899266
TLR5,4,246,"['asthma', 'asthma', 'bronchiectasis']",3,743,0.26735320431585574,0.004078334842568071
GSR,1,756,"['asthma', 'asthma', 'asthma', 'dehydration']",4,1638,0.44446850531000026,0.00406069992648689
SFTPB,1,92,"['failure to thrive', 'chronic lung disease', 'asthma', 'asthma']",4,277,0.5229288961267966,0.004052508764775187
ADRA1D,3,648,"['asthma', 'asthma', 'asthma', 'asthma', 'chronic lung disease']",5,3271,0.4465100029191732,0.004033903290062929
IL17F,1,264,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'bronchiectasis']",8,752,0.5585039399283345,0.003972717707781599
NR3C1,1,724,"['male infertility', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma']",7,2103,0.49720898173224515,0.003943775112258521
ESR2,1,539,"['male infertility', 'male infertility', 'male infertility', 'asthma', 'asthma']",5,1840,0.5599445912368034,0.003905139303666842
ASAH1,2,448,"['failure to thrive', 'failure to thrive', 'asthma']",3,1601,0.4439885220277255,0.0038814145726229236
FOXJ1,1,28,"['asthma', 'bronchiectasis', 'asthma', 'bronchiectasis', 'male infertility']",5,239,0.5660742133839907,0.0038801736702762345
PTEN,1,869,"['failure to thrive', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma']",9,5675,0.6587203644325809,0.003772084286573904
SMPD1,1,403,"['failure to thrive', 'failure to thrive', 'asthma', 'asthma']",4,1067,0.5022186691502213,0.003757635736161486
TLR7,1,391,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'bronchiectasis']",8,1342,0.5585039399283345,0.003706151916458631
EBP,1,498,"['failure to thrive', 'failure to thrive', 'asthma', 'asthma', 'asthma']",5,1917,0.560448816272717,0.0036311810895525154
TLR6,1,125,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'bronchiectasis']",8,498,0.5585039399283345,0.0035661202162544244
NLRP3,2,478,"['dehydration', 'asthma', 'asthma']",3,1496,0.38623835818750446,0.0035216234753647937
GSTP1,1,261,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'male infertility']",9,1174,0.6136692759772366,0.003509600868460198
DNAH11,1,22,"['bronchiectasis', 'asthma', 'male infertility', 'bronchiectasis']",4,223,0.5078440662614948,0.003480094852735073
DNASE1,3,96,"['asthma', 'bronchiectasis']",2,252,0.20912305719335997,0.0034325058329604703
LCN2,2,370,"['asthma', 'asthma', 'hypercalciuria']",3,1110,0.3604353124821248,0.0033530974959596763
IL17A,2,351,"['asthma', 'asthma', 'asthma', 'asthma', 'bronchiectasis']",5,1257,0.38381349856084723,0.003321020488831484
CYBB,1,420,"['multiple pulmonary infections', 'asthma', 'asthma']",3,1381,0.4860709297222779,0.0032654471027189643
CDT1,1,83,"['failure to thrive', 'failure to thrive', 'male infertility', 'male infertility']",4,732,0.681414572899771,0.0032556017519772226
CSF2,1,468,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'bronchiectasis']",6,1288,0.442043645683343,0.003250076801988891
PTS,1,964,"['asthma', 'asthma', 'asthma', 'asthma', 'bronchiectasis']",5,2715,0.38381349856084723,0.00320753340299957
TLR2,1,461,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'bronchiectasis']",6,1330,0.442043645683343,0.0031672422876553863
TGM1,1,450,"['failure to thrive', 'dehydration']",2,1464,0.4626572513951278,0.0031318559177999565
SFTPA2,1,151,"['bronchiectasis', 'asthma', 'asthma', 'bronchiectasis']",4,383,0.41824611438672,0.0031282940028685416
CAV1,1,319,"['failure to thrive', 'hypercalciuria', 'asthma']",3,1145,0.49508435281224394,0.0031112100649682184
ADRB2,1,210,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma']",11,1335,0.6405316183474533,0.0031071612766705396
PDE4A,1,269,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'chronic lung disease']",7,1286,0.5629702971641648,0.0030947550763053833
SFTPC,1,186,"['chronic lung disease', 'bronchiectasis', 'asthma']",3,474,0.4227124716225502,0.0030943048157620195
STAT6,1,389,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma']",9,1660,0.5240713241024618,0.0030933002906721307
YARS1,1,305,"['asthma', 'asthma', 'asthma', 'dehydration']",4,879,0.44446850531000026,0.0030624628400798726
HGS,2,1122,"['male infertility', 'asthma', 'asthma', 'asthma']",4,3527,0.3225185403647579,0.0030580599512216853
SCGB1A1,1,165,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'bronchiectasis']",6,490,0.442043645683343,0.0030510368307578835
ABCA3,1,91,"['failure to thrive', 'chronic lung disease']",2,279,0.4064686018818051,0.0030171835140341066
EGFR,2,1795,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma']",6,8857,0.34938088273497453,0.003005013615887487
ERCC8,2,605,"['failure to thrive', 'male infertility']",2,2033,0.3407072864498855,0.0029375334263999214
MCOLN1,1,1203,"['asthma', 'dehydration']",2,3208,0.3280082110650087,0.0029256842710257947
IL3,1,555,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma']",7,1693,0.4076110298574703,0.002892406107900079
ANXA5,2,126,"['asthma', 'asthma', 'asthma', 'male infertility']",4,603,0.3225185403647579,0.0028697391768430507
TLR1,1,220,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'bronchiectasis']",6,724,0.442043645683343,0.0028412700114336955
SFTPD,1,140,"['asthma', 'asthma', 'asthma', 'asthma', 'bronchiectasis']",5,361,0.38381349856084723,0.002834439755243278
BAX,0,1066,"['asthma', 'male infertility', 'male infertility', 'male infertility']",4,4955,0.5017144441143077,0.0028303991331014426
ARG1,1,276,"['failure to thrive', 'asthma', 'asthma', 'asthma', 'asthma']",5,861,0.4257997759425979,0.002791360465161945
EGF,1,933,"['chronic lung disease', 'asthma', 'asthma', 'asthma']",4,3542,0.38827985579667745,0.0027741595172267653
IL33,1,413,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma']",7,1261,0.4076110298574703,0.002761528805188445
AQP5,2,143,"['chronic lung disease', 'asthma']",2,458,0.27181956155168596,0.002732792163809852
TLR3,1,433,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'bronchiectasis']",6,1663,0.442043645683343,0.002721170775398074
IFNG,1,489,"['asthma', 'asthma', 'asthma', 'asthma', 'bronchiectasis']",5,1404,0.38381349856084723,0.002717690102650922
IL9,1,487,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma']",7,1616,0.4076110298574703,0.0027109754867628913
CLC,1,253,"['hypercalciuria', 'asthma', 'asthma']",3,574,0.3604353124821248,0.0026882639102929727
HACD1,1,127,"['failure to thrive', 'bronchiectasis', 'asthma']",3,420,0.40200224464597484,0.0026825526681574295
OCLN,1,328,"['failure to thrive', 'male infertility', 'asthma']",3,1012,0.39893743357238126,0.0026216913419607607
IGF1,1,624,"['failure to thrive', 'male infertility', 'asthma']",3,2311,0.39893743357238126,0.00262066333123786
PPARG,1,715,"['failure to thrive', 'asthma', 'asthma', 'asthma', 'asthma']",5,3387,0.4257997759425979,0.002578076732613132
SLC9A3,6,297,['male infertility'],1,725,0.14782809899727065,0.0025536015638102524
SLC26A4,2,519,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma']",5,1606,0.2911507356124788,0.002514181973191135
BRCA2,1,261,"['failure to thrive', 'failure to thrive', 'male infertility']",3,1680,0.5335864739025004,0.002510845233089043
H1-9P,1,165,"['asthma', 'male infertility', 'chronic lung disease']",3,654,0.41964766054895664,0.002486826949430358
TFRC,2,502,"['failure to thrive', 'asthma', 'asthma']",3,1902,0.3093394816976064,0.0024493581483791297
ABCB11,1,85,"['failure to thrive', 'failure to thrive']",2,363,0.38575837490522974,0.0024442896248558655
CYP2E1,2,704,"['male infertility', 'asthma', 'asthma']",3,1938,0.26428839324226217,0.002390389224948372
ACTB,1,202,"['failure to thrive', 'asthma', 'asthma', 'male infertility']",4,1031,0.45716758069487706,0.002380355003236035
PTGDR,1,312,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma']",7,1228,0.4076110298574703,0.0023732098730510536
SYNPR,1,96,"['chronic lung disease', 'asthma', 'asthma']",3,283,0.3300497086741817,0.0023724893178526485
HTT,1,268,"['male infertility', 'dehydration']",2,1108,0.4176061629397836,0.0023693179496286237
TNP2,1,14,"['male infertility', 'male infertility']",2,128,0.2956561979945413,0.0023547580727816776
STAT1,1,353,"['bronchiectasis', 'asthma', 'asthma', 'bronchiectasis']",4,1549,0.41824611438672,0.0023357242416711266
CBS,1,262,"['failure to thrive', 'failure to thrive']",2,927,0.38575837490522974,0.002333513621126893
HSD17B4,1,162,"['failure to thrive', 'failure to thrive', 'asthma']",3,842,0.4439885220277255,0.002322453148881863
TTR,2,933,"['bronchiectasis', 'asthma', 'asthma']",3,3016,0.26735320431585574,0.0023128408751932907
APEX1,2,638,['dehydration'],1,1959,0.26977806394251297,0.00230768932544678
ARSB,2,143,"['failure to thrive', 'asthma']",2,532,0.25110933457511064,0.0022897558078378163
PCBD1,1,70,"['asthma', 'male infertility', 'bronchiectasis']",3,319,0.3569511561906306,0.0022721584763766255
ALOX5,1,277,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma']",8,1678,0.465841176979966,0.00222151866609408
EPHX1,2,221,"['failure to thrive', 'asthma']",2,740,0.25110933457511064,0.002174977475888999
CCL17,1,207,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma']",6,681,0.34938088273497453,0.002161076049376138
CREBBP,0,812,"['failure to thrive', 'failure to thrive', 'asthma']",3,3755,0.4439885220277255,0.0021530050518218705
CCL11,1,214,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma']",6,725,0.34938088273497453,0.002126431461258605
MED25,1,100,['multiple pulmonary infections'],1,479,0.3696106354772864,0.002113038363510906
TLR10,1,71,"['asthma', 'asthma', 'asthma', 'bronchiectasis']",4,301,0.3255833514383515,0.002099993903552542
REG1A,1,577,"['dehydration', 'asthma']",2,2065,0.3280082110650087,0.00207739835902914
SERPINB1,2,125,"['bronchiectasis', 'asthma']",2,374,0.20912305719335997,0.002077149527975074
SDHA,1,215,"['failure to thrive', 'failure to thrive']",2,984,0.38575837490522974,0.002057714651445125
LIF,1,503,"['asthma', 'asthma', 'asthma', 'male infertility']",4,1699,0.3225185403647579,0.0020433095276926622
TCOF1,2,413,"['failure to thrive', 'asthma']",2,1341,0.25110933457511064,0.002042677365992416
TAC1,1,339,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma']",6,1268,0.34938088273497453,0.0020394432846522715
ATP8B1,1,72,"['failure to thrive', 'failure to thrive']",2,490,0.38575837490522974,0.0020226004966444875
PRF1,1,345,"['failure to thrive', 'asthma', 'asthma', 'asthma']",4,1532,0.36756962882010213,0.0019913520052555673
HRAS,1,308,"['failure to thrive', 'failure to thrive', 'asthma']",3,2134,0.4439885220277255,0.0019736125374081107
KCNMA1,1,191,"['dehydration', 'asthma']",2,653,0.3280082110650087,0.001973595971659115
SLC6A14,2,14,['male infertility'],1,103,0.14782809899727065,0.0019364873259181256
AMH,1,421,"['male infertility', 'male infertility']",2,1225,0.2956561979945413,0.0019269199279434073
CD40,0,941,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma']",6,3618,0.34938088273497453,0.0019191054549576138
TRGC1,1,541,['dehydration'],1,1385,0.26977806394251297,0.0019026975292435594
TLR8,1,169,"['asthma', 'asthma', 'asthma', 'bronchiectasis']",4,633,0.3255833514383515,0.0018878057321109385
CHI3L1,1,133,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma']",5,402,0.2911507356124788,0.0018872225528305225
BPI,3,127,['bronchiectasis'],1,340,0.15089291007086422,0.0018804927888599794
TLR9,1,210,"['asthma', 'asthma', 'asthma', 'bronchiectasis']",4,775,0.3255833514383515,0.0018723674547157338
HLA-DQA1,1,90,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma', 'asthma']",6,504,0.34938088273497453,0.001871374829974457
ETV5,1,57,"['male infertility', 'bronchiectasis']",2,292,0.29872100906813487,0.001834694489797725
HMOX1,1,333,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma']",5,983,0.2911507356124788,0.0018342181537125976
PFDN4,1,541,['dehydration'],1,1493,0.26977806394251297,0.0018325875722702031
ARHGAP4,1,552,['dehydration'],1,1540,0.26977806394251297,0.0018294435603815585
MARS1,1,220,"['failure to thrive', 'male infertility']",2,947,0.3407072864498855,0.001828394317826827
CCL20,1,346,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma']",5,1045,0.2911507356124788,0.0018185236583722721
PMEL,1,526,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma']",5,1790,0.2911507356124788,0.0018078859105547832
GYPC,1,490,"['failure to thrive', 'asthma']",2,1145,0.25110933457511064,0.0017852120788227324
IL18,1,328,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma']",5,1023,0.2911507356124788,0.001782626902301412
GGCT,1,144,"['asthma', 'asthma', 'male infertility']",3,385,0.26428839324226217,0.0017548103810649583
PIK3CA,0,1121,"['failure to thrive', 'asthma', 'asthma', 'asthma']",4,7295,0.36756962882010213,0.0017112065310701387
C3,2,554,"['asthma', 'asthma', 'asthma', 'asthma']",4,2097,0.232920588489983,0.001706555925464605
SOD1,0,1206,"['asthma', 'asthma', 'asthma', 'asthma']",4,2732,0.232920588489983,0.0016990451454613634
AGER,2,303,"['asthma', 'asthma', 'asthma', 'asthma']",4,1236,0.232920588489983,0.001696248857472456
JUN,1,525,"['asthma', 'asthma', 'bronchiectasis']",3,1660,0.26735320431585574,0.0016833668649625507
SLURP1,3,769,"['asthma', 'asthma', 'asthma']",3,2098,0.17469044136748726,0.0016406622395294447
CTSG,2,275,"['asthma', 'bronchiectasis']",2,923,0.20912305719335997,0.0016367808239828344
SI,2,501,"['male infertility', 'asthma']",2,1481,0.2060582461197664,0.0016324612428398869
CSF3,1,266,"['asthma', 'asthma', 'bronchiectasis']",3,791,0.26735320431585574,0.0016254867070935694
NLRC4,1,95,"['failure to thrive', 'asthma']",2,327,0.25110933457511064,0.0015616280399233194
PARP9,1,392,"['asthma', 'asthma', 'asthma', 'asthma']",4,938,0.232920588489983,0.0015503673084831652
MUC1,2,267,"['asthma', 'bronchiectasis']",2,1009,0.20912305719335997,0.0015494279162080104
TCEAL1,0,1037,"['asthma', 'asthma', 'chronic lung disease']",3,5905,0.3300497086741817,0.001545826483981225
NFASC,1,567,"['failure to thrive', 'asthma']",2,1969,0.25110933457511064,0.0015026694598007718
COX2,1,649,"['failure to thrive', 'asthma']",2,2406,0.25110933457511064,0.0014955173792103437
HPGDS,1,296,"['asthma', 'asthma', 'male infertility']",3,1036,0.26428839324226217,0.0014806149993314235
FLT4,1,337,['dehydration'],1,1297,0.26977806394251297,0.0014602234625877392
NLRP1,1,220,"['failure to thrive', 'asthma']",2,697,0.25110933457511064,0.0014552262655919495
TUBB4B,1,694,"['asthma', 'asthma', 'asthma', 'asthma']",4,2300,0.232920588489983,0.0014545585625472914
B3GALNT1,1,524,"['asthma', 'asthma', 'asthma', 'asthma']",4,1560,0.232920588489983,0.0014486993469823666
SARS2,1,462,"['failure to thrive', 'asthma']",2,1627,0.25110933457511064,0.0014410775408638353
ELN,1,245,"['asthma', 'asthma', 'bronchiectasis']",3,938,0.26735320431585574,0.0014321483700357716
RHOA,2,642,"['asthma', 'asthma', 'asthma', 'asthma']",4,3549,0.232920588489983,0.0014207526468794757
HSPA4,2,695,"['asthma', 'male infertility']",2,2804,0.2060582461197664,0.0014150760773172844
TCIRG1,1,334,"['failure to thrive', 'asthma']",2,1150,0.25110933457511064,0.0014066899415548252
CRYGFP,1,401,"['asthma', 'asthma', 'asthma', 'asthma']",4,1181,0.232920588489983,0.0014010083089678943
S100A8,1,476,"['asthma', 'asthma', 'asthma', 'asthma']",4,1499,0.232920588489983,0.0013864371182412533
GLS2,1,654,"['male infertility', 'asthma']",2,1686,0.2060582461197664,0.001376848598501804
MMP12,2,110,"['asthma', 'bronchiectasis']",2,814,0.20912305719335997,0.001374467028737719
NCF4,1,51,"['asthma', 'asthma', 'asthma', 'asthma']",4,266,0.232920588489983,0.0013691849374671112
HMGCL,1,191,['dehydration'],1,837,0.26977806394251297,0.0013669550415846088
PTGS2,1,1002,"['asthma', 'asthma', 'asthma', 'asthma']",4,4580,0.232920588489983,0.0013664601984434105
DLL1,1,557,"['asthma', 'asthma', 'asthma', 'asthma']",4,1938,0.232920588489983,0.0013550527021992816
ANO1,4,184,"['asthma', 'asthma']",2,473,0.1164602942449915,0.001353197243963412
SMAD3,1,424,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma']",5,2447,0.2911507356124788,0.0013434657081525154
KIT,0,827,"['asthma', 'male infertility', 'asthma', 'asthma']",4,4700,0.3225185403647579,0.0013428662143322887
IL1R1,1,96,"['asthma', 'asthma', 'asthma', 'asthma']",4,366,0.232920588489983,0.0013407424969420177
CCL3,1,354,"['asthma', 'asthma', 'asthma', 'asthma']",4,1113,0.232920588489983,0.0013392591429268739
LTB4R,1,101,"['asthma', 'asthma', 'asthma', 'asthma', 'asthma']",5,678,0.2911507356124788,0.0013323235097441044
BCS1L,1,367,"['failure to thrive', 'asthma']",2,1504,0.25110933457511064,0.0012993504429028697
BGLAP,1,136,"['asthma', 'asthma', 'asthma', 'asthma']",4,491,0.232920588489983,0.001290713461939465
LTA,1,322,"['asthma', 'asthma', 'asthma', 'asthma']",4,1083,0.232920588489983,0.0012859593767457417
SON,1,131,"['failure to thrive', 'asthma']",2,590,0.25110933457511064,0.0012832881930299805
DEFB1,3,60,"['asthma', 'asthma']",2,254,0.1164602942449915,0.0012638546082613712
SERPINB6,1,236,"['asthma', 'bronchiectasis']",2,607,0.20912305719335997,0.0012613087367425416
RLN2,1,730,"['bronchiectasis', 'asthma']",2,2480,0.20912305719335997,0.001256011283605674
CAP1,1,162,"['asthma', 'bronchiectasis']",2,456,0.20912305719335997,0.0012344515715402495
GAPDH,1,570,"['male infertility', 'asthma']",2,1727,0.2060582461197664,0.0012342415803066739
SORBS1,1,172,"['asthma', 'bronchiectasis']",2,486,0.20912305719335997,0.0012246445328648495
WDTC1,1,1432,"['asthma', 'asthma', 'asthma']",3,4737,0.17469044136748726,0.0012029662319746688
TIRAP,2,273,"['asthma', 'asthma', 'asthma']",3,1016,0.17469044136748726,0.0012009897009844096
GOPC,2,133,['male infertility'],1,409,0.14782809899727065,0.0011943922231621548
ANXA1,2,290,"['asthma', 'asthma', 'asthma']",3,1075,0.17469044136748726,0.0011930632603477569
PCYT1A,1,398,"['failure to thrive', 'asthma']",2,1968,0.25110933457511064,0.0011928030641995444
MYD88,2,611,"['asthma', 'asthma', 'asthma']",3,2133,0.17469044136748726,0.001188750793676882
LNPEP,1,228,"['bronchiectasis', 'asthma']",2,697,0.20912305719335997,0.001157756067804896
TERT,1,428,"['failure to thrive', 'asthma']",2,2314,0.25110933457511064,0.0011508071299222544
SAA2,1,20,['bronchiectasis'],1,86,0.15089291007086422,0.0011465030379372394
CASP14,1,1111,"['asthma', 'male infertility']",2,5602,0.2060582461197664,0.0011364524460597979
ABCB6,1,285,['chronic lung disease'],1,979,0.21358941442919022,0.0011252979009344975
TST,2,501,['bronchiectasis'],1,1232,0.15089291007086422,0.0011219236629729
SAA1,1,151,"['asthma', 'bronchiectasis']",2,526,0.20912305719335997,0.0011188223887904738
NSF,1,87,['hypercalciuria'],1,569,0.2439750182371333,0.0011137549275610748
CASP3,1,573,"['male infertility', 'asthma']",2,2196,0.2060582461197664,0.0010985321853195671
BRD4,1,131,"['asthma', 'asthma', 'bronchiectasis']",3,951,0.26735320431585574,0.0010959140565205607
TRPV4,2,203,"['asthma', 'asthma', 'asthma']",3,1016,0.17469044136748726,0.001093000903208034
CSH1,2,896,['male infertility'],1,2386,0.14782809899727065,0.001085439449922825
ERVK-2,1,360,"['asthma', 'asthma', 'asthma']",3,772,0.17469044136748726,0.0010826618858036047
TXNRD2,1,452,['failure to thrive'],1,1377,0.19287918745261487,0.0010782124378104479
ITGAM,1,872,"['asthma', 'asthma', 'asthma']",3,2642,0.17469044136748726,0.0010750553339901059
CCL18,1,235,"['asthma', 'asthma', 'asthma']",3,496,0.17469044136748726,0.001074713346260146
LDLR,1,281,"['male infertility', 'asthma']",2,967,0.2060582461197664,0.0010693425562344299
FER,1,155,"['asthma', 'male infertility']",2,567,0.2060582461197664,0.0010662097790000308
TF,2,920,['male infertility'],1,2580,0.14782809899727065,0.0010617079957402646
EPCAM,1,307,['failure to thrive'],1,898,0.19287918745261487,0.0010600644428031634
SPDEF,1,52,"['asthma', 'asthma', 'asthma']",3,199,0.17469044136748726,0.0010588081331092973
CA12,1,35,"['failure to thrive', 'dehydration']",2,2161,0.4626572513951278,0.0010533335910393896
MRLN,1,603,"['asthma', 'asthma', 'asthma']",3,1605,0.17469044136748726,0.0010491295299278772
DYM,1,310,['failure to thrive'],1,942,0.19287918745261487,0.0010405681513633496
CDC42,1,380,"['failure to thrive', 'asthma']",2,2450,0.25110933457511064,0.001039434705697839
PZP,1,72,['bronchiectasis'],1,155,0.15089291007086422,0.0010174165800256668
TJP1,1,116,"['male infertility', 'asthma']",2,510,0.2060582461197664,0.0010164223886041117
PRDM10,1,7,"['asthma', 'male infertility']",2,254,0.2060582461197664,0.0010133748679562024
HSPA9,2,626,['male infertility'],1,1798,0.14782809899727065,0.0010095025817735547
NOD2,2,632,"['asthma', 'asthma', 'asthma']",3,3071,0.17469044136748726,0.001009343562157896
HSPD1,1,164,"['asthma', 'bronchiectasis']",2,699,0.20912305719335997,0.0010018717744325414
NANOS1,1,415,"['asthma', 'asthma', 'asthma']",3,1142,0.17469044136748726,0.000970191560863142
PPARA,1,877,"['asthma', 'asthma', 'asthma']",3,3280,0.17469044136748726,0.000969144112277868
LACTB,1,177,['bronchiectasis'],1,300,0.15089291007086422,0.0009684972421748906
LTB,1,381,"['asthma', 'asthma', 'asthma']",3,1040,0.17469044136748726,0.0009648126841701685
RPS3A,1,149,"['asthma', 'male infertility']",2,690,0.2060582461197664,0.0009522601598682965
FIG4,1,415,['failure to thrive'],1,1601,0.19287918745261487,0.00094737137441265
SLC27A5,1,158,"['asthma', 'asthma', 'asthma']",3,460,0.17469044136748726,0.0009394367958546997
LTA4H,1,87,"['asthma', 'asthma', 'asthma', 'asthma']",4,722,0.232920588489983,0.0009298855186340969
NDUFAF3,1,53,['failure to thrive'],1,349,0.19287918745261487,0.0009274358946744395
MAPK3,1,857,"['asthma', 'asthma', 'asthma']",3,3471,0.17469044136748726,0.0009254092713435754
DAP,1,354,['bronchiectasis'],1,659,0.15089291007086422,0.0009232208376535187
GGTLC3,1,83,"['asthma', 'asthma', 'asthma']",3,324,0.17469044136748726,0.0009144829249041363
ADK,1,203,['failure to thrive'],1,806,0.19287918745261487,0.0009106638278509454
GGT2,1,91,"['asthma', 'asthma', 'asthma']",3,346,0.17469044136748726,0.000906080813677955
RFC1,1,560,"['asthma', 'asthma', 'asthma']",3,2028,0.17469044136748726,0.0008863716197930288
DLC1,1,255,"['asthma', 'asthma', 'asthma']",3,827,0.17469044136748726,0.0008664999117349572
PSMD3,1,568,"['asthma', 'asthma', 'asthma']",3,2187,0.17469044136748726,0.0008619549221941036
ATP6V0A1,1,479,"['asthma', 'asthma', 'asthma']",3,1754,0.17469044136748726,0.0008579886637574847
GRK2,0,1161,"['asthma', 'asthma', 'asthma']",3,4431,0.17469044136748726,0.0008561701478237092
NTM,1,265,['bronchiectasis'],1,571,0.15089291007086422,0.0008460914645628248
RFC4,1,486,"['asthma', 'asthma', 'asthma']",3,1869,0.17469044136748726,0.0008391354868689989
TAT,0,866,"['asthma', 'asthma', 'asthma']",3,2692,0.17469044136748726,0.0008188488339562954
PARP1,1,336,"['asthma', 'asthma', 'asthma', 'asthma']",4,2804,0.232920588489983,0.000818695517253353
HP,3,472,"['asthma', 'asthma']",2,1371,0.1164602942449915,0.000817570176267923
MOGS,0,291,['failure to thrive'],1,411,0.19287918745261487,0.0008104567271559398
HCFC1,1,56,['failure to thrive'],1,480,0.19287918745261487,0.0007986019063110142
BRCA1,1,499,['failure to thrive'],1,2878,0.19287918745261487,0.0007956147861555689
MAL,3,272,"['asthma', 'asthma']",2,1029,0.1164602942449915,0.0007904124980694248
TGM2,1,312,"['asthma', 'asthma', 'asthma']",3,1355,0.17469044136748726,0.0007530857458528761
TIMELESS,1,151,"['asthma', 'asthma', 'asthma']",3,704,0.17469044136748726,0.0007464087806388864
ERVK-11,1,846,['male infertility'],1,3129,0.14782809899727065,0.0007424178132143309
HSP90AA1,1,200,"['asthma', 'male infertility']",2,1457,0.2060582461197664,0.0007387117629874106
PRDX5,1,352,['male infertility'],1,962,0.14782809899727065,0.0007364060148987746
AKAP4,1,131,['male infertility'],1,389,0.14782809899727065,0.0007341556037802274
